44,263,FT,,,101,0,Inactive,,
44,263,FT,,,102,0,Inactive,,
44,263,FT,,,103,0,Inactive,,
44,263,FT,,,104,0,Inactive,,
44,263,FT,,,105,0,Inactive,,
44,263,FT,,,106,0,Inactive,,
44,263,FT,,,107,0,Inactive,,
44,264,FT,,,101,0,Inactive,,
44,264,FT,,,102,0,Inactive,,
44,264,FT,,,103,0,Inactive,,
44,264,FT,,,104,0,Inactive,,
44,264,FT,,,105,0,Inactive,,
44,264,FT,,,106,0,Inactive,,
44,264,FT,,,107,0.23,Active,,
44,265,FT,,,101,0,Inactive,,
44,265,FT,,,102,0,Inactive,,
44,265,FT,,,103,0,Inactive,,
44,265,FT,,,104,0,Inactive,,
44,265,FT,,,105,0,Inactive,,
44,265,FT,,,106,0,Inactive,,
44,265,FT,,,107,0.34,Active,,
44,266,FT,,,101,0,Inactive,,
44,266,FT,,,102,0,Inactive,,
44,266,FT,,,103,0,Inactive,,
44,266,FT,,,104,0,Inactive,,
44,266,FT,,,105,0.33,Active,,
44,266,FT,,,106,0,Inactive,,
44,266,FT,,,107,0.28,Active,,
44,267,FT,,,101,0,Inactive,,
44,267,FT,,,102,0.68,Active,,
44,267,FT,,,103,0,Inactive,,
44,267,FT,,,104,0.37,Active,,
44,267,FT,,,105,0.42,Active,,
44,267,FT,,,106,0,Inactive,,
44,267,FT,,,107,0.37,Active,,
44,268,FT,,,101,0,Inactive,,
44,268,FT,,,102,1.44,Active,,
44,268,FT,,,103,0,Inactive,,
44,268,FT,,,104,0.72,Active,,
44,268,FT,,,105,0.84,Active,,
44,268,FT,,,106,0,Inactive,,
44,268,FT,,,107,0.72,Active,,
44,269,FT,,,101,0,Inactive,,
44,269,FT,,,102,0,Inactive,,
44,269,FT,,,103,0,Inactive,,
44,269,FT,,,104,0,Inactive,,
44,269,FT,,,105,1.14,Active,,
44,269,FT,,,106,0,Inactive,,
44,269,FT,,,107,0.98,Active,,
44,270,FT,,,101,0,Inactive,,
44,270,FT,,,102,0,Inactive,,
44,270,FT,,,103,0,Inactive,,
44,270,FT,,,104,0,Inactive,,
44,270,FT,,,105,2.3,Active,,
44,270,FT,,,106,0,Inactive,,
44,270,FT,,,107,1.96,Active,,
44,271,FT,,,101,0,Inactive,,
44,271,FT,,,102,0,Inactive,,
44,271,FT,,,103,0,Inactive,,
44,271,FT,,,104,0,Inactive,,
44,271,FT,,,105,3.5,Active,,
44,271,FT,,,106,0,Inactive,,
44,271,FT,,,107,2.92,Active,,
44,272,FT,,,101,0,Inactive,,
44,272,FT,,,102,0,Inactive,,
44,272,FT,,,103,0,Inactive,,
44,272,FT,,,104,0,Inactive,,
44,272,FT,,,105,0,Inactive,,
44,272,FT,,,106,0,Inactive,,
44,272,FT,,,107,0.32,Active,,
44,273,FT,,,101,0,Inactive,,
44,273,FT,,,102,0,Inactive,,
44,273,FT,,,103,0,Inactive,,
44,273,FT,,,104,0,Inactive,,
44,273,FT,,,105,0,Inactive,,
44,273,FT,,,106,0,Inactive,,
44,273,FT,,,107,0.44,Active,,
44,274,FT,,,101,0,Inactive,,
44,274,FT,,,102,0,Inactive,,
44,274,FT,,,103,0,Inactive,,
44,274,FT,,,104,0,Inactive,,
44,274,FT,,,105,0,Inactive,,
44,274,FT,,,106,0,Inactive,,
44,274,FT,,,107,0.83,Active,,
44,275,FT,,,101,0,Inactive,,
44,275,FT,,,102,0,Inactive,,
44,275,FT,,,103,0,Inactive,,
44,275,FT,,,104,0,Inactive,,
44,275,FT,,,105,0,Inactive,,
44,275,FT,,,106,0,Inactive,,
44,275,FT,,,107,1.18,Active,,
44,276,FT,,,101,0,Inactive,,
44,276,FT,,,102,0,Inactive,,
44,276,FT,,,103,0,Inactive,,
44,276,FT,,,104,0,Inactive,,
44,276,FT,,,105,0,Inactive,,
44,276,FT,,,106,0,Inactive,,
44,276,FT,,,107,2.41,Active,,
44,277,Lift,,,101,0,Inactive,,
44,277,Lift,,,102,0,Inactive,,
44,277,Lift,,,103,0,Inactive,,
44,277,Lift,,,104,0,Inactive,,
44,277,Lift,,,105,0,Inactive,,
44,277,Lift,,,106,0,Inactive,,
44,277,Lift,,,107,1051.2,Active,,
44,278,FT,,,101,0,Inactive,,
44,278,FT,,,102,0,Inactive,,
44,278,FT,,,103,0,Inactive,,
44,278,FT,,,104,0,Inactive,,
44,278,FT,,,105,0.44,Active,,
